DAT_DATA_SERVIZIO,COD_ANNO_STAGIONE,DES_ANNO_STAGIONE,DES_STAGIONALITA,DES_TIPOLOGIA_GIORNO,DES_PERIODICITA,FLG_ESCLUSIONE_STATISTICA,DES_MOTIVO_ESCLUSIONE
2024-02-08,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-02-09,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-02-10,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Sabato,Sabato Invernale,N,null
2024-02-11,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,N,null
2024-02-12,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,S,CARNEVALE
2024-02-13,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,S,CARNEVALE
2024-02-14,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,S,CARNEVALE
2024-02-15,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,S,CARNEVALE
2024-02-16,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,S,CARNEVALE
2024-02-17,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Sabato,Sabato Invernale,S,CARNEVALE
2024-02-18,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,S,CARNEVALE
2024-02-19,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-02-20,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-02-21,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-02-22,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-02-23,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-02-24,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Sabato,Sabato Invernale,N,null
2024-02-25,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,N,null
2024-02-26,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-02-27,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-02-28,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-02-29,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-03-01,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-03-02,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Sabato,Sabato Invernale,N,null
2024-03-03,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,N,null
2024-03-04,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-03-05,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-03-06,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-03-07,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-03-08,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-03-09,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Sabato,Sabato Invernale,N,null
2024-03-10,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,N,null
2024-03-11,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-03-12,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-03-13,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-03-14,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-03-15,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-03-16,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Sabato,Sabato Invernale,N,null
2024-03-17,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,N,null
2024-03-18,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-03-19,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-03-20,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-03-21,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-03-22,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-03-23,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Sabato,Sabato Invernale,N,null
2024-03-24,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,N,null
2024-03-25,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,S,VACANZE PASQUA
2024-03-26,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,S,VACANZE PASQUA
2024-03-27,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,S,VACANZE PASQUA
2024-03-28,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,S,VACANZE PASQUA
2024-03-29,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,S,VACANZE PASQUA
2024-03-30,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Sabato,Sabato Invernale,S,VACANZE PASQUA
2024-03-31,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,S,VACANZE PASQUA
2024-04-01,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,S,VACANZE PASQUA
2024-04-02,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,S,VACANZE PASQUA
2024-04-03,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,S,VACANZE PASQUA
2024-04-04,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,S,VACANZE PASQUA
2024-04-05,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,S,VACANZE PASQUA
2024-04-06,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Sabato,Sabato Invernale,S,VACANZE PASQUA
2024-04-07,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,S,VACANZE PASQUA
2024-04-08,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-04-09,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-04-10,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-04-11,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-04-12,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-04-13,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Sabato,Sabato Invernale,N,null
2024-04-14,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,N,null
2024-04-15,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-04-16,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-04-17,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-04-18,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-04-19,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-04-20,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Sabato,Sabato Invernale,N,null
2024-04-21,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,N,null
2024-04-22,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-04-23,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-04-24,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-04-25,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,N,null
2024-04-26,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-04-27,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Sabato,Sabato Invernale,N,null
2024-04-28,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,N,null
2024-04-29,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-04-30,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-05-01,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,N,null
2024-05-02,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-05-03,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-05-04,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Sabato,Sabato Invernale,N,null
2024-05-05,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,N,null
2024-05-06,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-05-07,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-05-08,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-05-09,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-05-10,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-05-11,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Sabato,Sabato Invernale,N,null
2024-05-12,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,N,null
2024-05-13,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-05-14,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-05-15,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-05-16,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-05-17,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-05-18,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Sabato,Sabato Invernale,N,null
2024-05-19,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,N,null
2024-05-20,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-05-21,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-05-22,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-05-23,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-05-24,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-05-25,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Sabato,Sabato Invernale,N,null
2024-05-26,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,N,null
2024-05-27,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-05-28,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-05-29,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-05-30,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-05-31,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-06-01,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Sabato,Sabato Invernale,N,null
2024-06-02,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,N,null
2024-06-03,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-06-04,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-06-05,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-06-06,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-06-07,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-06-08,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Sabato,Sabato Invernale,N,null
2024-06-09,24-EST,2024 Estivo,Estivo,Festivo,Festivo Estivo,N,null
2024-06-10,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-06-11,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-06-12,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-06-13,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-06-14,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-06-15,24-EST,2024 Estivo,Estivo,Sabato,Sabato Estivo,N,null
2024-06-16,24-EST,2024 Estivo,Estivo,Festivo,Festivo Estivo,N,null
2024-06-17,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-06-18,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-06-19,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-06-20,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-06-21,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-06-22,24-EST,2024 Estivo,Estivo,Sabato,Sabato Estivo,N,null
2024-06-23,24-EST,2024 Estivo,Estivo,Festivo,Festivo Estivo,N,null
2024-06-24,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-06-25,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-06-26,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-06-27,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-06-28,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-06-29,24-EST,2024 Estivo,Estivo,Sabato,Sabato Estivo,N,null
2024-06-30,24-EST,2024 Estivo,Estivo,Festivo,Festivo Estivo,N,null
2024-07-01,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-07-02,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-07-03,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-07-04,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-07-05,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-07-06,24-EST,2024 Estivo,Estivo,Sabato,Sabato Estivo,N,null
2024-07-07,24-EST,2024 Estivo,Estivo,Festivo,Festivo Estivo,N,null
2024-07-08,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-07-09,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-07-10,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-07-11,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-07-12,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-07-13,24-EST,2024 Estivo,Estivo,Sabato,Sabato Estivo,N,null
2024-07-14,24-EST,2024 Estivo,Estivo,Festivo,Festivo Estivo,N,null
2024-07-15,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-07-16,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-07-17,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-07-18,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-07-19,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-07-20,24-EST,2024 Estivo,Estivo,Sabato,Sabato Estivo,N,null
2024-07-21,24-EST,2024 Estivo,Estivo,Festivo,Festivo Estivo,N,null
2024-07-22,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-07-23,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-07-24,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-07-25,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-07-26,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-07-27,24-EST,2024 Estivo,Estivo,Sabato,Sabato Estivo,N,null
2024-07-28,24-EST,2024 Estivo,Estivo,Festivo,Festivo Estivo,N,null
2024-07-29,24-ago,2024 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2024-07-30,24-ago,2024 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2024-07-31,24-ago,2024 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2024-08-01,24-ago,2024 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2024-08-02,24-ago,2024 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2024-08-03,24-ago,2024 Agosto,Agosto,Sabato,Sabato Agosto,N,null
2024-08-04,24-ago,2024 Agosto,Agosto,Festivo,Festivo Agosto,N,null
2024-08-05,24-ago,2024 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2024-08-06,24-ago,2024 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2024-08-07,24-ago,2024 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2024-08-08,24-ago,2024 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2024-08-09,24-ago,2024 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2024-08-10,24-ago,2024 Agosto,Agosto,Sabato,Sabato Agosto,N,null
2024-08-11,24-ago,2024 Agosto,Agosto,Festivo,Festivo Agosto,N,null
2024-08-12,24-ago,2024 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2024-08-13,24-ago,2024 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2024-08-14,24-ago,2024 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2024-08-15,24-ago,2024 Agosto,Agosto,Festivo,Festivo Agosto,N,null
2024-08-16,24-ago,2024 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2024-08-17,24-ago,2024 Agosto,Agosto,Sabato,Sabato Agosto,N,null
2024-08-18,24-ago,2024 Agosto,Agosto,Festivo,Festivo Agosto,N,null
2024-08-19,24-ago,2024 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2024-08-20,24-ago,2024 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2024-08-21,24-ago,2024 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2024-08-22,24-ago,2024 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2024-08-23,24-ago,2024 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2024-08-24,24-ago,2024 Agosto,Agosto,Sabato,Sabato Agosto,N,null
2024-08-25,24-ago,2024 Agosto,Agosto,Festivo,Festivo Agosto,N,null
2024-08-26,24-ago,2024 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2024-08-27,24-ago,2024 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2024-08-28,24-ago,2024 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2024-08-29,24-ago,2024 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2024-08-30,24-ago,2024 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2024-08-31,24-ago,2024 Agosto,Agosto,Sabato,Sabato Agosto,N,null
2024-09-01,24-ago,2024 Agosto,Agosto,Festivo,Festivo Agosto,N,null
2024-09-02,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-09-03,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-09-04,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-09-05,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-09-06,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-09-07,24-EST,2024 Estivo,Estivo,Sabato,Sabato Estivo,N,null
2024-09-08,24-EST,2024 Estivo,Estivo,Festivo,Festivo Estivo,N,null
2024-09-09,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-09-10,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-09-11,24-EST,2024 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2024-09-12,2425-INV,2024-25 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-09-13,2425-INV,2024-25 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-09-14,2425-INV,2024-25 Invernale 1 (ottobre-dicembre),Invernale,Sabato,Sabato Invernale,N,null
2024-09-15,2425-INV,2024-25 Invernale 1 (ottobre-dicembre),Invernale,Festivo,Festivo Invernale,N,null
2024-09-16,2425-INV,2024-25 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-09-17,2425-INV,2024-25 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-09-18,2425-INV,2024-25 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-09-19,2425-INV,2024-25 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-09-20,2425-INV,2024-25 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-09-21,2425-INV,2024-25 Invernale 1 (ottobre-dicembre),Invernale,Sabato,Sabato Invernale,N,null
2024-09-22,2425-INV,2024-25 Invernale 1 (ottobre-dicembre),Invernale,Festivo,Festivo Invernale,N,null
2024-09-23,2425-INV,2024-25 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-09-24,2425-INV,2024-25 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-09-25,2425-INV,2024-25 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-09-26,2425-INV,2024-25 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-09-27,2425-INV,2024-25 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-09-28,2425-INV,2024-25 Invernale 1 (ottobre-dicembre),Invernale,Sabato,Sabato Invernale,N,null
2024-09-29,2425-INV,2024-25 Invernale 1 (ottobre-dicembre),Invernale,Festivo,Festivo Invernale,N,null
2024-09-30,2425-INV,2024-25 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-10-01,2425-INV,2024-25 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-10-02,2425-INV,2024-25 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-10-03,2425-INV,2024-25 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-10-04,2425-INV,2024-25 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
